商品名,英文品名,許可證字號,許可證種類,劑型,規格,包裝,適應症,排除原因,命中關鍵字
亞涕錠,ACTIN TABLETS,衛署藥製字第030895號,製 劑,錠劑,PSEUDOEPHEDRINE HCL;;TRIPROLIDINE HCL,鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）。,非眼科外用最終劑型,眼
亞烈明粉末,ALLERMIN POWDER,內衛藥製字第003185號,製 劑,散劑,CHLORPHENIRAMINE MALEATE,塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
亞烈明錠,ALLERMIN TABLETS,內衛藥製字第002893號,製 劑,錠劑,CHLORPHENIRAMINE MALEATE,塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
仙立舒抗黴泡沫液,SEREX Foaming Solution,衛署藥製字第055407號,製 劑,泡沫劑,KETOCONAZOLE,鋁罐裝,使用於12歲以上，且免疫正常的脂漏性皮膚炎患者外用塗敷治療。,非眼科外用最終劑型,眼
佐藤抗敏鼻炎膜衣錠,SATO ALLERGY SINUS F.C. TABLETS,衛署藥製字第046982號,製 劑,膜衣錠,CHLORPHENIRAMINE MALEATE;;PSEUDOEPHEDRINE HCL,鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）。,非眼科外用最終劑型,眼
使敏消液,"HISTAPP SOLUTION ""M.T.""",衛署藥製字第033283號,製 劑,內服液劑,DL-CHLORPHENIRAMINE MALEATE;;PHENYLEPHRINE HCL;;CAFFEINE ANHYDROUS,瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、鼻塞、打噴嚏、眼睛及喉部搔癢）,非眼科外用最終劑型,眼
保你明錠,PAONIMIN TABLETS,衛署藥製字第011213號,製 劑,錠劑,GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;RIBOFLAVIN (VIT B2);;NIACINAMIDE (NICOTINAMIDE);;BIOTIN;;PANTOTHENATE CALCIUM;;PYRIDOXINE(VITAMIN B6);;CHLORPHENIRAMINE MALEATE,瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
保普健膠囊,PAPUTIN CAPSULES,衛署藥製字第026867號,製 劑,膠囊劑,CAFFEINE ANHYDROUS;;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;LYSOZYME (CHLORIDE);;CARBINOXAMINE MALEATE;;PSEUDOEPHEDRINE HCL,鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀(鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)。,非眼科外用最終劑型,眼
健鼻膠囊,CANBE CAPSULES,衛署藥製字第026184號,製 劑,膠囊劑,CARBINOXAMINE MALEATE;;PHENYLEPHRINE HCL;;LYSOZYME CHLORIDE;;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;CAFFEINE ANHYDROUS,PTP 鋁箔盒裝;;塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀(鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)。,非眼科外用最終劑型,眼
傲迪適眼後段植入劑,Ozurdex (dexamethasone intravitreal implant) 0.7mg,衛署藥輸字第025360號,製 劑,植入劑,DEXAMETHASONE,注射器,因 BRVO (Branch Retinal Vein Occlusion) 或 CRVO (Central Retinal Vein Occlusion) 導致黃斑部水腫。用於影響眼後段的非感染性葡萄膜炎的治療。 糖尿病黃斑部水腫 (DME)所導致的視力損害。,非眼科外用最終劑型,眼
傲迪適眼後段植入劑,Ozurdex (dexamethasone intravitreal implant) 0.7mg,衛署藥輸字第025360號,製 劑,植入劑,DEXAMETHASONE,注射器,因 BRVO (Branch Retinal Vein Occlusion) 或 CRVO (Central Retinal Vein Occlusion) 導致黃斑部水腫。用於影響眼後段的非感染性葡萄膜炎的治療。 糖尿病黃斑部水腫 (DME)所導致的視力損害。,非眼科外用最終劑型,眼
傲迪適眼後段植入劑,Ozurdex (dexamethasone intravitreal implant) 0.7mg,衛署藥輸字第025360號,製 劑,植入劑,DEXAMETHASONE,注射器,因 BRVO (Branch Retinal Vein Occlusion) 或 CRVO (Central Retinal Vein Occlusion) 導致黃斑部水腫。用於影響眼後段的非感染性葡萄膜炎的治療。 糖尿病黃斑部水腫 (DME)所導致的視力損害。,非眼科外用最終劑型,眼
優可得懸濁注射液１０公絲/公撮（安西諾隆）,"GENTLECORT INJECTION 10MG/ML (TRIAMCINOLONE)""GENTLE""",衛署藥製字第019041號,製 劑,滅菌懸液注射劑,TRIAMCINOLONE ACETONIDE,小瓶;;安瓿,風濕性關節炎、風濕熱、急、慢性關節炎、關節周圍炎、支氣管氣喘、濕疹、乾癬、火傷、膠原病、皮膚肌炎、過敏性疾患炎症性眼疾患、皮膚炎,非眼科外用最終劑型,眼
克汝涕錠,"""KOJAR""KEZINTEA TABLETS",衛署藥製字第041213號,製 劑,錠劑,CARBINOXAMINE MALEATE;;PSEUDOEPHEDRINE HCL,鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）。,非眼科外用最終劑型,眼
克爾疹益糖衣錠,CHLORZIUM-H.S.C. TABLETS,衛署藥製字第026609號,製 劑,糖衣錠,BIOTIN;;RIBOFLAVIN (VIT B2);;PANTOTHENATE CALCIUM;;NIACINAMIDE (NICOTINAMIDE);;PYRIDOXINE HCL;;CHLORPHENIRAMINE MALEATE,瓶裝,暫時緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻涕、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
克雷滿汀錠,"CLEMASTINE TABLETS ""S.T.""",衛署藥製字第015291號,製 劑,錠劑,CLEMASTINE (FUMARATE),塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹,非眼科外用最終劑型,眼
免炎爽錠,"BEINSON TABLETS ""YUNG CHI""",衛署藥製字第008840號,製 劑,錠劑,BETAMETHASONE,瓶裝,僂麻質斯性疾患、過敏性疾悠、膠原病、炎症性皮膚疾患、炎症性眼疾患,非眼科外用最終劑型,眼
內舒拿水溶性鼻用噴液劑,NASONEX AQUEOUS NASAL SPRAY,衛署藥輸字第022924號,製 劑,鼻用噴液劑,MOMETASONE FUROATE MONOHYDRATE MICRONIZED EQ TO MOMETASONE FUROATE ANHYDROUS,瓶裝,暫時緩解18歲以上成年人經醫師診斷之過敏性鼻炎或其他上呼吸道過敏相關症狀：鼻塞、流鼻水、打噴嚏、鼻搔癢、眼睛癢、流眼淚。,非眼科外用最終劑型,眼；眼睛癢
冒福鼻炎液,EXCOLD SINUS SOLUTION,衛署藥製字第041943號,製 劑,內服液劑,PSEUDOEPHEDRINE HCL;;D-CHLORPHENIRAMINE MALEATE,塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）,非眼科外用最終劑型,眼
列卡朗錠,DECARON TABLETS,衛署藥製字第004648號,製 劑,錠劑,DEXAMETHASONE,瓶裝,關節炎、過敏性疾患、僂麻質斯性關節炎、重症皮膚疾患、過敏性及炎症性眼科疾患,非眼科外用最終劑型,眼；眼科
別他生錠,BETASHIN TABLETS,衛署藥製字第007261號,製 劑,錠劑,BETAMETHASONE;;BETAMETHASONE,塑膠罐裝;;鋁箔盒裝,風濕性疾患、過敏性疾患、膠原病、炎症性皮膚炎、炎症性眼疾患、支氣管氣喘,非眼科外用最終劑型,眼
利康敏錠,"LICOMINE TABLETS ""WINSTON""",衛署藥製字第010689號,製 劑,錠劑,BROMPHENIRAMINE MALEATE,塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
利諾敏錠,Rhinomin Tablets,衛署藥製字第016489號,製 劑,錠劑,CARBINOXAMINE MALEATE;;PSEUDOEPHEDRINE HCL,鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）,非眼科外用最終劑型,眼
利通膠囊,SINULIN CAPSULES,衛署藥製字第027027號,製 劑,膠囊劑,CAFFEINE ANHYDROUS;;PSEUDOEPHEDRINE HCL;;CARBINOXAMINE MALEATE;;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;LYSOZYME (CHLORIDE),鋁箔盒裝,過敏性鼻炎，枯草熱所引起之相關症狀(鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)。,非眼科外用最終劑型,眼
利鼻敏錠,LIPIMIN TABLETS,衛署藥製字第021196號,製 劑,錠劑,BUCLIZINE HCL,塑膠瓶裝(HDPE);;PTP 鋁箔盒裝,暫時緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻涕、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹，預防或緩解動暈症（暈車、暈船、暈機）引起之頭暈、噁心、嘔吐、頭痛等症狀,非眼科外用最終劑型,眼
剋克特錠,"KERCORT TABLETS ""CHIN TENG""",衛署藥製字第011125號,製 劑,錠劑,TRIAMCINOLONE,塑膠瓶裝;;盒裝,過敏性疾患、僂麻質斯症狀、皮膚炎、濕疹、眼角膜炎、神經性鼻炎、支氣管氣喘,非眼科外用最終劑型,眼；角膜炎
剋敏錠２毫克,KOUMIN TABLETS 2MG,衛署藥製字第026549號,製 劑,錠劑,DEXCHLORPHENIRAMINE MALEATE,玻璃瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
力克爽注射液０．５％,DEXAMETHASONE INJECTION 0.5%,衛署藥製字第018679號,製 劑,注射劑,DEXAMETHASONE (SODIUM PHOSPHATE),盒裝;;小瓶;;盒裝;;安瓿,內分泌疾患、風濕性疾患、膠原組織疾患、皮膚病、過敏性疾患、眼科疾患、呼吸系統疾患、血液病腫瘤性疾患,非眼科外用最終劑型,眼；眼科
力卡因注射液,"LIDOCAINE HCL INJECTION ""PANBIOTIC""",衛署藥製字第003954號,製 劑,注射劑,LIDOCAINE HCL,安瓿,局部麻醉,非眼科外用最終劑型,眼
力視美液,PIS IRRIGATING SOLUTION,衛署藥製字第042265號,製 劑,體腔用液劑,CALCIUM CHLORIDE DIHYDRATE;;SODIUM CHLORIDE;;SODIUM ACETATE TRIHYDRATE (EQ TO SODIUM ACETATE 3H2O );;SODIUM CITRATE DIHYDRATE;;MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;POTASSIUM CHLORIDE,塑膠瓶裝,眼睛、耳朵、鼻子或喉嚨作各種手術過程中灌洗用。,非眼科外用最終劑型,眼
千敏康錠,HISTANTI TABLET,衛署藥製字第008606號,製 劑,錠劑,CAFFEINE ANHYDROUS;;BROMPHENIRAMINE MALEATE;;PSEUDOEPHEDRINE HCL,鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀(鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)。,非眼科外用最終劑型,眼
博敏安膠囊,POMIAN CAPSULES,衛署藥製字第026136號,製 劑,膠囊劑,GLYCYRRHIZATE AMMONIUM SALT (GLYCAMIL);;CHLORPHENIRAMINE MALEATE;;OROTIC ACID (VIT B13),塑膠瓶裝;;PTP 鋁箔盒裝,暫時緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻涕、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
博敏錠,BROMPHMINE TABLETS,衛署藥製字第009461號,製 劑,錠劑,BROMPHENIRAMINE MALEATE,塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
博視灌洗液,"PRO-VISION IRRIGATING SOLUTION ""S.T.""",衛署藥製字第036229號,製 劑,體腔用液劑,MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;SODIUM ACETATE TRIHYDRATE (EQ TO SODIUM ACETATE 3H2O );;SODIUM CHLORIDE;;POTASSIUM CHLORIDE;;SODIUM CITRATE DIHYDRATE;;CALCIUM CHLORIDE DIHYDRATE,玻璃瓶裝;;塑膠瓶裝,眼睛、耳朵、鼻子或喉嚨作各種手術過程中之灌洗用。,非眼科外用最終劑型,眼
卿納康錠,CHINACAN TABLETS,衛署藥製字第007362號,製 劑,錠劑,TRIAMCINOLONE,盒裝;;瓶裝,風濕性關節炎、支氣管氣喘、炎症性眼疾患、膠原病,非眼科外用最終劑型,眼
去氫羥化腎上腺皮質素錠,"PREDNISOLONE TABLETS ""ASTAR""",衛署藥製字第004475號,製 劑,錠劑,PREDNISOLONE,塑膠瓶裝,風濕性樣關節炎、風濕骨髓炎、風濕熱、過敏性疾病結合織炎及關節炎樣疾病、重症皮膚疾病、炎症性眼科疾病、重感染症之肉芽腫,非眼科外用最終劑型,眼；眼科
去氫羥化腎上腺皮質素錠,"PREDNISOLONE TABLETS ""YUNG CHI""",衛署藥製字第010137號,製 劑,錠劑,PREDNISOLONE,瓶裝,僂麻質斯性疾患、過敏性疾患、膠原病、炎症性皮膚疾患、炎症性眼疾患,非眼科外用最終劑型,眼
友聯鼻炎微粒膠囊,Uelian Anti-Biein M. CAPSULES,衛署藥製字第038166號,製 劑,膠囊劑,CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE;;BELLADONNA TOTAL ALKALOIDS;;PSEUDOEPHEDRINE HCL;;GLYCYRRHIZINATE MONOAMMONIUM (MGR),鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）。,非眼科外用最終劑型,眼
司多安鼻炎膜衣錠,STONA SINUS F.C. TABLETS,衛部藥製字第058955號,製 劑,膜衣錠,PHENYLEPHRINE HCL;;CHLORPHENIRAMINE MALEATE,PTP 鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀(鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)。,非眼科外用最終劑型,眼
司淨膜衣錠250公絲,SUXEN FILM COATED TABLETS 250MG,衛署藥製字第038089號,製 劑,膜衣錠,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE( EQ TO CIPROFLOXACIN HYDROCHLORIDE H2O),鋁箔盒裝;;玻璃瓶裝;;塑膠瓶裝,對ＣＩＰＲＯＦＬＯＸＡＣＩＮ有感受性之細菌所引起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染（包括淋病）、腹部感染（包括腹膜炎）、皮膚及軟組織感染、骨髓炎、關節感染、菌血症。成人和小孩：吸入性炭疽病（接觸後）。小孩：大腸桿菌所引起之複雜性泌尿道感染和腎盂腎炎(1-17歲)、綠膿桿菌有關之囊腫性纖維化產生急性肺部惡化的現象（5-17歲）。,非眼科外用最終劑型,眼
司淨膜衣錠５００公絲（塞浦弗洒辛）,SUXEN FILM COATED TABLETS 500MG (CIPROFLOXACIN),衛署藥製字第038090號,製 劑,膜衣錠,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE( EQ TO CIPROFLOXACIN HYDROCHLORIDE H2O),瓶裝;;鋁箔盒裝,對ＣＩＰＲＯＦＬＯＸＡＣＩＮ有感受性之細菌所起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染（包括淋病）、腹部感染（包括腹膜炎）、皮膚及軟組織感染、骨髓炎、關節感染、菌血症,非眼科外用最終劑型,眼
司淨膜衣錠７５０公絲（塞浦弗洒辛）,SUXEN FILM COATED TABLETS 750MG (CIPROFLOXACIN),衛署藥製字第036580號,製 劑,膜衣錠,CIPROFLOXACIN (HCL),瓶裝;;鋁箔盒裝,對ＣＩＰＲＯＦＬＯＸＡＣＩＮ有感受性之細菌所引起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染（包括淋病）、腹部感染（包括腹膜炎）、皮膚及軟組織感染、骨髓炎、關節感染、菌血症。,非眼科外用最終劑型,眼
"司特寧膜衣錠10毫克""黃氏""","CETIZIN F.C. TABLETS 10MG (CETIRIZINE) ""H.S.""",衛署藥製字第042887號,製 劑,膜衣錠,CETIRIZINE DIHYDROCHLORIDE (EQ TO CETIRIZINE 2HCL ),鋁箔盒裝;;塑膠容器裝,緩解鼻子過敏流鼻水，眼睛、皮膚搔癢等過敏現象。,非眼科外用最終劑型,眼
司皮膏,"SZU PI KAO ""CHI LIN PAI""",衛署成製字第001468號,製 劑,軟膏劑,SALICYLIC ACID,盒裝;;片裝,角質軟化、溶解、剝離劑、應用於生於皮膚之魚眼（魚鱗癤）、胝（胼）、？（疣）,非眼科外用最終劑型,眼
合利他命－Ｆ１００糖衣錠,ALINAMIN-F 100 S.C. TABLETS,內衛藥製字第007380號,製 劑,糖衣錠,THIAMINE TETRAHYDROFURFURYL DISULFIDE;;RIBOFLAVIN (VIT B2),鋁箔裝;;玻璃容器裝;;塑膠容器裝,腳氣、神經炎、維生素Ｂ１缺乏症、神經痛、術後腸管麻痺、眼晴疲勞、神經性膀胱炎,非眼科外用最終劑型,眼
合利他命Ｆ５０糖衣錠,ALINAMIN-F 50 S.C. TABLETS,內衛藥製字第004085號,製 劑,糖衣錠,THIAMINE TETRAHYDROFURFURYL DISULFIDE;;RIBOFLAVIN (VIT B2),盒裝;;瓶裝;;鋁箔裝,神經炎、維生素Ｂ１缺乏諸症、神經痛、術後腸管麻痺、眼睛疲勞、神經性膀胱炎,非眼科外用最終劑型,眼；眼睛疲勞
喜伏菌膜衣錠 500 毫克,Ciflogen F.C. Tablets 500 mg,衛署藥製字第049619號,製 劑,膜衣錠,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE( EQ TO CIPROFLOXACIN HYDROCHLORIDE H2O),塑膠瓶裝;;鋁箔盒裝,成人：對CIPROFLOXACIN有感受性之細菌所引起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染（包括淋病）、腹部感染（包括腹膜炎）、皮膚及軟組織感染、骨髓炎、關節感染、菌血症。成人和小孩：吸入性炭疽病（接觸後）。小孩：大腸桿菌所引起之複雜性泌尿道感染和腎盂腎炎(1-17歲)、綠膿桿菌有關之囊腫性纖維化產生急性肺部惡化的現象（5-17歲）。,非眼科外用最終劑型,眼
喜伏菌膜衣錠250毫克,Ciflogen F.C. Tablets 250mg,衛署藥製字第047993號,製 劑,膜衣錠,CIPROFLOXACIN HCL,鋁箔盒裝;;塑膠瓶裝,成人：對CIPROFLOXACIN有感受性之細菌所引起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染（包括淋病）、腹部感染（包括腹膜炎）、皮膚及軟組織感染、骨髓炎、關節感染、菌血症。成人和小孩：吸入性炭疽病（接觸後）。小孩：大腸桿菌所引起之複雜性泌尿道感染和腎盂腎炎(1-17歲)、綠膿桿菌有關之囊腫性纖維化產生急性肺部惡化的現象（5-17歲）。,非眼科外用最終劑型,眼
喜伏菌靜脈注射液2毫克/毫升,Ciflogen Injection 2mg/ml,衛署藥製字第047676號,製 劑,注射劑,CIPROFLOXACIN,盒裝;;玻璃瓶裝;;玻璃瓶裝;;玻璃瓶裝,成人：對CIPROFLOXACIN有感受性之細菌所引起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染（包括淋病）、腹部感染（包括腸炎、膽囊炎、腹膜炎）、皮膚及軟組織感染、骨髓炎、關節感染、菌血症。小孩︰大腸桿菌引起之複雜性泌尿道感染和腎盂腎炎(1-17歲)、綠膿桿菌有關之囊腫性纖維化產生急性肺部惡化的現象(5-17歲)。成人和小孩：吸入性炭疽病(接觸後)。,非眼科外用最終劑型,眼
喜克輸液2毫克/毫升,Xiclocin Infusion Solution 2mg/ml,衛部藥製字第059762號,製 劑,注射劑,CIPROFLOXACIN (HCL),紙盒裝;;玻璃小瓶裝,成人：對Ciprofloxacin有感受性細菌所引起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染［包括淋病］、腹部感染［包括腸炎、膽囊炎、腹膜炎］、皮膚及軟組織感染、骨髓炎、關節感染、菌血症。小孩：大腸桿菌引起之複雜性泌尿道感染和腎盂腎炎［1-17歲］、綠膿桿菌有關之囊腫性纖維化產生急性肺部惡化的現象［5-17歲］。成人和小孩：吸入性炭疽病［接觸後］。,非眼科外用最終劑型,眼
喜博欣膜衣錠250毫克,Ciprogen F.C. Tablets 250mg,衛部藥製字第058253號,製 劑,膜衣錠,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE( EQ TO CIPROFLOXACIN HYDROCHLORIDE H2O),PTP 鋁箔盒裝;;PE塑膠瓶裝,對ciprofloxacin有感受性之細菌所引起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染(包括淋病)、腹部感染(包括腹膜炎)、皮膚及軟組織感染、骨髓炎、關節感染、菌血症。成人和小孩：吸入性炭疽病(接觸後)。小孩：大腸桿菌所引起之複雜性泌尿道感染和腎盂腎炎(1-17歲)、綠膿桿菌有關之囊腫性纖維化產生急性肺部惡化的現象(5-17歲)。,非眼科外用最終劑型,眼
喜鼻樂膠囊,SUNBELOR CAPSULE,衛部藥製字第058598號,製 劑,膠囊劑,PSEUDOEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE;;CAFFEINE ANHYDROUS,鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）。,非眼科外用最終劑型,眼
嘔得停錠（布克利啶）,"ODETIN TABLETS (BUCLIZINE) ""VPP""",衛署藥製字第022928號,製 劑,錠劑,BUCLIZINE HCL,瓶裝;;盒裝,暫時緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻涕、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢，皮膚癢疹。預防或緩解動暈症（暈車、暈船、暈機）引起之頭暈、噁心、嘔吐、頭痛等症狀。,非眼科外用最終劑型,眼
固而康乾粉注射劑,Glutathione powder for Injection “Oriental”,衛署藥製字第052111號,製 劑,乾粉注射劑,GLUTATHIONE;;GLUTATHIONE;;GLUTATHIONE;;GLUTATHIONE;;GLUTATHIONE,小瓶裝;;小瓶裝;;盒裝;;小瓶裝,適應症：胺基酸營養補充劑。外銷專用適應症：維護肝臟正常功能、藥物中毒、小兒消化不良症。放射線療法、引起之白血球減少症之預防及治療。放射線宿醉。放射線引起之口腔粘膜炎。過敏性疾患、顏面黑皮症、肝班、色素沉澱。中心性脈絡網膜炎。角膜潰瘍、角膜外傷角膜移植後混濁之防止。,非眼科外用最終劑型,角膜潰瘍
