商品名,英文品名,許可證字號,許可證持有廠商,是否有效,藥品分類,分類依據,是否中藥,劑型,規格,包裝,適應症完整原文,適應症摘要,推定用途分類,全部成分原文,主要成分,防腐劑成分，若有,是否含防腐劑,是否為複方,資料來源,備註
睫舒瞳眼藥水,Tropica-P,衛部藥製字第061886號,溫士頓醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TROPICAMIDE;;Phenylephrine Hydrochloride,LDPE塑膠瓶裝,散瞳、睫狀肌麻痺。,散瞳；睫狀肌麻痺,退紅／血管收縮型,Each mL Contains: Phenylephrine Hydrochloride 5.000000 MG；Each mL Contains: TROPICAMIDE 5.000000 MG,Phenylephrine；Tropicamide,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第061886號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/80f52748-3370-45f3-bf08-adbbe23d087e?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
碧露眼藥水,Marineeye-A Eye Lotion,衛部藥製字第061569號,順仁西藥行,是,待人工確認,TFDA 藥品類別欄位空白,否,眼用液劑,NAPHAZOLINE HYDROCHLORIDE;;CHLORPHENIRAMINE MALEATE;;CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),瓶裝,暫時緩解因輕微眼部刺激所引起之不適、或眼睛紅，眼睛癢，眼睛疲勞。,眼睛疲勞；眼睛癢；眼睛紅,退紅／血管收縮型,Each ml contains: NAPHAZOLINE HYDROCHLORIDE 0.030000 MG；Each ml contains: CHLORPHENIRAMINE MALEATE 0.100000 MG；Each ml contains: CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ) 3.000000 MG,Naphazoline；Chlorpheniramine Maleate；Chondroitin sulfate,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第061569號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/f1df4e5f-1e51-4a1b-af55-658b525c0dcd?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bb4b8eca-6c9a-41be-95be-15d56ff865e3?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
立明點眼液,Lemin Eye Drops,衛署藥製字第055989號,健喬信元醫藥生技股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,NAPHAZOLINE HYDROCHLORIDE;;CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),塑膠瓶裝,角膜炎、眼睛疲勞、眼充血、結膜炎。,眼睛疲勞；眼睛紅；結膜炎；角膜炎,退紅／血管收縮型,Each ml contains： CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ) 30.000000 MG；Each ml contains： NAPHAZOLINE HYDROCHLORIDE 0.030000 MG,Chondroitin sulfate；Naphazoline,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_8bb9f829-d876-4a55-afe7-00cddcbd4b8e?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_6d0ca9a9-1804-473e-90c6-2b4affb64460?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_d8d96d58-0742-4f42-aba2-ddd540eff59e?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_8050931d-a43c-427c-a8a6-6a7c149c117a?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/9cb0b5ad-cfd7-4005-8bea-cce49bd439ca_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/9cb0b5ad-cfd7-4005-8bea-cce49bd439ca_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/80219996-12a1-4428-a030-b265fe386075?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
第一眼藥水,DAIICHI EYE-LOTION COOL,衛署藥輸字第018605號,中榮貿易股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ALLANTOIN;;NAPHAZOLINE HCL;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE );;CHLORPHENIRAMINE MALEATE,塑膠瓶裝,暫時緩解因輕微眼部刺激所引起之不適或眼睛紅、眼睛癢、眼睛疲勞。,眼睛疲勞；眼睛癢；眼睛紅,退紅／血管收縮型,EACH ML CONTAINS: CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ) 2.000000 MG；EACH ML CONTAINS: CHLORPHENIRAMINE MALEATE 0.150000 MG；EACH ML CONTAINS: TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) 1.000000 MG；EACH ML CONTAINS: NAPHAZOLINE HCL 0.030000 MG；EACH ML CONTAINS: ALLANTOIN 0.600000 MG,Chondroitin sulfate；Chlorpheniramine Maleate；Taurine (EQ TO 2-Aminoethane Sulfonic Acid)；Naphazoline；Allantoin,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第018605號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/8cf4137c-ce73-4527-8aec-c8bfc6bb5528_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8cf4137c-ce73-4527-8aec-c8bfc6bb5528_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
維視明眼藥水 0.05%,VISMIN EYE DROPS 0.05%,衛署藥製字第039577號,麥迪森醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TETRAHYDROZOLINE HCL,塑膠瓶裝,暫時緩解因輕微眼部刺激所引起之不適或眼睛紅。,眼睛紅,退紅／血管收縮型,EACH ML CONTAINS : TETRAHYDROZOLINE HCL 0.5 0.500000 MG,Tetrahydrozoline,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第039577號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/e4a83473-6390-49ec-9c20-61fc0f710bf4?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
舒眼康眼用懸浮液,Fluzocon Eye Drops,衛署藥製字第049530號,溫士頓醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼懸液劑,FLUOROMETHOLONE;;TETRAHYDROZOLINE HCL,塑膠瓶裝,眼瞼炎、結膜炎。,結膜炎,退紅／血管收縮型,Each ml Contains： FLUOROMETHOLONE 1.000000 MG；Each ml Contains： TETRAHYDROZOLINE HCL (Tetryzoline HCl) 0.250000 MG,Fluorometholone；Tetrahydrozoline,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第049530號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/b60ded48-430f-4339-b2c5-aa2fd9ad59cc?c=2;https://mcp.fda.gov.tw/insert/lablefiles/17745e21-775f-484a-91d4-be125909ccc5?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
視安眼藥水,SWAN EYE DROPS,衛署藥輸字第025097號,大陞股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,NAPHAZOLINE HYDROCHLORIDE;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;CHLORPHENIRAMINE MALEATE;;CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),塑膠瓶裝,暫時緩解因輕微眼部刺激所引起的不適或眼睛紅、眼睛癢、眼睛疲勞。,眼睛疲勞；眼睛癢；眼睛紅,退紅／血管收縮型,Each mL contains: CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ) 1.000000 MG；Each mL contains: TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) 1.000000 MG；Each mL contains: CHLORPHENIRAMINE MALEATE 0.100000 MG；Each mL contains: NAPHAZOLINE HYDROCHLORIDE 0.030000 MG,Chondroitin sulfate；Taurine (EQ TO 2-Aminoethane Sulfonic Acid)；Chlorpheniramine Maleate；Naphazoline,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_9ca120da-41c0-4e11-9c99-6f3e9cc7cd3c?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/16deb178-6aa9-4275-81e3-352af85e5ce8?c=2;https://mcp.fda.gov.tw/insert/lablefiles/f53adfc9-3dce-4ebc-824a-02cdc28d99e8_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
視安達琪眼藥水,SWAN TOUCH Ophthalmic solutions,衛署藥輸字第024505號,大陞股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,NAPHAZOLINE HCL;;ASPARTATE POTASSIUM MAGNESIUM L- ( EQ TO MAGNESIUM POTASSIUM L-ASPARTATE);;NEOSTIGMINE METHYLSULFATE;;ALLANTOIN;;DL-CHLORPHENIRAMINE MALEATE,塑膠瓶裝,眼睛疲勞、暫時緩解因輕微眼部刺激所引起的不適或眼睛紅、眼睛癢。,眼睛疲勞；眼睛癢；眼睛紅,退紅／血管收縮型,Each ml contains： ASPARTATE POTASSIUM MAGNESIUM L- ( EQ TO MAGNESIUM POTASSIUM L-ASPARTATE) 20.000000 MG；Each ml contains： ALLANTOIN 3.000000 MG；Each ml contains： NEOSTIGMINE METHYLSULFATE 0.010000 MG；Each ml contains： NAPHAZOLINE HCL 0.030000 MG；Each ml contains： DL-CHLORPHENIRAMINE MALEATE 0.200000 MG,Aspartate Potassium Magnesium L- ( EQ TO Magnesium Potassium L-Aspartate)；Allantoin；Neostigmine Methylsulfate；Naphazoline；Dl-Chlorpheniramine Maleate,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_bffb480d-d40f-4c03-b9b7-801d2e8110ee?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/ec476fb8-2c55-4c0b-9fe0-5a514b2eeebc_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
詩披雅眼藥水,Spear Eye Drop Cool,衛署藥輸字第025666號,嫦娥藥品有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,NEOSTIGMINE METHYLSULFATE;;NAPHAZOLINE HYDROCHLORIDE;;PANTHENOL;;AMINOCAPROIC ACID EPSILON-;;TAURINE (EQ TO AMINOETHYL SULFONIC ACID );;CHLORPHENIRAMINE MALEATE,塑膠瓶裝,暫時緩解因輕微眼部刺激所引起之不適、或眼睛紅，眼睛癢，眼睛疲勞。,眼睛疲勞；眼睛癢；眼睛紅,退紅／血管收縮型,Each ml contains: NAPHAZOLINE HYDROCHLORIDE 0.030000 MG；Each ml contains: NEOSTIGMINE METHYLSULFATE 0.050000 MG；Each ml contains: CHLORPHENIRAMINE MALEATE 0.300000 MG；Each ml contains: PANTHENOL 1.000000 MG；Each ml contains: TAURINE (EQ TO AMINOETHYL SULFONIC ACID ) 5.000000 MG；Each ml contains: AMINOCAPROIC ACID EPSILON- 10.000000 MG,Naphazoline；Neostigmine Methylsulfate；Chlorpheniramine Maleate；Panthenol；Taurine (EQ TO Aminoethyl Sulfonic Acid )；Aminocaproic Acid Epsilon-,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第025666號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/e80e7c2c-d83c-4538-b737-841f260d110f_7?c=2;https://mcp.fda.gov.tw/insert/lablefiles/e80e7c2c-d83c-4538-b737-841f260d110f_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/e80e7c2c-d83c-4538-b737-841f260d110f_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/e80e7c2c-d83c-4538-b737-841f260d110f_4?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
非尼乙非林點眼液１０％（鹽酸去甲 麻黃 ）,"PHENYLEPRINE HYDROCHLORIDE OPHTHALMIC SOLUTION 10% ""WU FU""",衛署藥製字第030859號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,PHENYLEPHRINE HCL,塑膠瓶裝,眼科手術或檢查前去充血及散腫,眼睛紅,退紅／血管收縮型,EACH ML CONTAINS: PHENYLEPHRINE HCL 100.0 100.000000 MG,Phenylephrine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_e46d4edd-4e35-4c5f-aafe-2300af9a9742?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/a12bfe64-a3ea-4154-8c2f-49f01a7b898c_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
非尼乙非林點眼液５％（鹽酸去甲羥麻黃鹼）,"""WU FU"" PHENYLEPHRINE HYDROCHLORIDE OPHTHALMIC SOLUTION 5%",衛署藥製字第030857號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,PHENYLEPHRINE HCL,塑膠瓶裝,眼科手術或檢查前去充血及散腫,眼睛紅,退紅／血管收縮型,PHENYLEPHRINE HCL 50.000000 MG,Phenylephrine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_a3342e25-29d2-4ae7-8421-fc312e6664ff?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/5e509f02-a435-4dd6-93b4-3e71caeb9ace_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""五福"" 滴目露眼藥水０．５％（第莫洛）","TIMOLOL OPHTHALMIC SOLUTION 0.5% ""WU-FU""",衛署藥製字第032135號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TIMOLOL (MALEATE),塑膠瓶裝,青光眼、降低眼壓,青光眼；降眼壓,青光眼用藥,EACH ML CONTAINS: TIMOLOL (MALEATE) (6.8MG) 5 MG,Timolol,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_0441a5b1-e549-427f-9415-ff6d20400481?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/56f090e6-abe0-4f5c-90e0-cc97b410cad1_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""日東""拉坦素眼藥水","Latan Eye Drops ""Nitto""",衛部藥輸字第028173號,溫士頓醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,LATANOPROST,LDPE塑膠瓶裝,六歲以上兒童與成人之青光眼、高眼壓。,青光眼；降眼壓,青光眼用藥,Each mL contains: LATANOPROST 0.050000 MG,Latanoprost,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_42b37d3b-e13c-4621-a34c-cfa49ed49406?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/b1b15cbc-fb41-4785-b67a-a6c87aee0595_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/b1b15cbc-fb41-4785-b67a-a6c87aee0595_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/2fe9b334-1126-4f3e-aaa3-8d1766ff49d4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/d44ec4c7-e0ea-49a0-8f3e-ca27d2c110a0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""杏輝""滴青點眼液５毫克/毫升（第莫洛）","DELOLOL OPHTHALMIC SOLUTION 5MG/ML ""SINPHAR"" (TIMOLOL)",衛署藥製字第038663號,杏輝藥品工業股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TIMOLOL (AS MALEATE),塑膠瓶裝,青光眼,青光眼,青光眼用藥,EACH ML CONTAINS: TIMOLOL (AS MALEATE) 5 5.000000 MG,Timolol,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_6d87e3d8-d67d-43bf-a881-7260a8cdfdf6?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/9ac0f9cd-2958-4683-8f1e-c3f0d264db2d_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""派頓"" 白治寧眼藥水0.2%","BRIMO OPHTHALMIC SOLUTION 0.2% ""PATRON""",衛署藥製字第047314號,臺灣派頓化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,BRIMONIDINE TARTRATE,塑膠瓶裝,開放性角隅青光眼或高眼壓。,青光眼；降眼壓,青光眼用藥,EACH ML CONTAINS: BRIMONIDINE TARTRATE 2.000000 MG,Brimonidine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_f57792d3-68d4-4091-a366-c6354213f85c?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/c984309c-eb54-45a3-8310-e0af08c6734f_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""瑞化""舒壓明點眼液劑0.05毫克/毫升",Xalaprost Eye Drops Solution 50mcg/ml,衛部藥輸字第026753號,安沛國際有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,LATANOPROST,塑膠瓶裝,六歲以上兒童與成人之青光眼、高眼壓。,青光眼；降眼壓,青光眼用藥,Each ml contains: LATANOPROST 0.050000 MG,Latanoprost,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_1bd581c1-3c26-40f9-9403-70bd4b04ebaa?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/8f84e4ed-d784-4e0d-9bb1-944564e6182b_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""瑞化""視壓穩複方點眼液劑0.05毫克+5毫克/毫升",XALAMOL EYE DROPS SOLUTION 50mcg+5mg/ml,衛部藥輸字第026843號,安沛國際有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,LATANOPROST;;TIMOLOL MALEATE,塑膠瓶裝(HDPE),開放性青光眼及高眼壓症，且對局部B-BLOCKER治療無效時。,青光眼；降眼壓,青光眼用藥,Each ml contains: LATANOPROST 0.050000 MG；Each ml contains: TIMOLOL MALEATE (Equivalent to Timolol.....5mg) 6.830000 MG,Latanoprost；Timolol,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_c1e64839-4f3a-4a04-b2cb-16365bdc635e?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/9ac0a94c-28ff-473a-8d0d-7465760dc508_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""聯邦"" 優舒坦眼藥水 0.05 毫克/毫升","UNITAN EYE DROPS 0.05MG/ML ""UNION""",衛署藥製字第046999號,聯邦化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,LATANOPROST,塑膠瓶裝,青光眼及降低眼壓過高患者之眼內壓。,青光眼；降眼壓,青光眼用藥,EACH ML CONTAINS： LATANOPROST 0.050000 MG,Latanoprost,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_145eb16a-9b2a-477d-982c-5fc4d671a989?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""聯邦""複方樂舒坦眼藥水","Laticom Eye Drops ""Union""",衛部藥製字第059288號,聯邦化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TIMOLOL MALEATE;;LATANOPROST,塑膠瓶裝,開放性青光眼及高眼壓症，且對局部B-blocker治療無效時。,青光眼；降眼壓,青光眼用藥,Each Gram contains: TIMOLOL MALEATE 6.830000 MG；Each Gram contains: LATANOPROST 0.050000 MG,Timolol；Latanoprost,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_c79fc198-aca5-4d10-bfa3-1914d8edad11?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/83c67f61-6025-4d85-9ffa-02dda1d20bb8_2?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""麥迪森"" 克壓眼藥水0.25%","Timolol Eye Drops 0.25% ""MEDICINE"" (Timolol)",衛署藥製字第048195號,麥迪森醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TIMOLOL MALEATE,塑膠瓶裝,青光眼、高眼壓症。,青光眼；降眼壓,青光眼用藥,Each ml Contains: TIMOLOL MALEATE (eq timolol 2.5mg) 3.400000 MG,Timolol,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第048195號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/5316f52e-8a6c-493f-8b2d-ac381f0246b1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
“政德”樂目朗眼藥水 0.25%,Lomolan Ophthalmic solution 0.25%“Gentle”,衛署藥製字第052558號,政德製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TIMOLOL MALEATE,塑膠瓶裝,青光眼、降低眼壓。,青光眼；降眼壓,青光眼用藥,Each ml contains： TIMOLOL MALEATE (Equivalent to Timolol 2.5mg) 3.400000 MG,Timolol,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第052558號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/820491f5-24b9-4127-be73-52dab40412bf_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
“派頓”壓解眼藥水 0.25%,Tilol Ophthalmic Solution 0.25% ”Patron”,衛署藥製字第049277號,臺灣派頓化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TIMOLOL MALEATE,塑膠瓶裝,青光眼。,青光眼,青光眼用藥,Each ml contains： TIMOLOL MALEATE (eq. to Timolol 2.5mg) 3.400000 MG,Timolol,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_487543fa-258b-486c-a2f2-a7deea3d9e9b?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/3fd6b9d6-70d7-479d-acea-a609b3da8bbc_2?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
“派頓”壓解眼藥水 0.5%,Tilol Ophthalmic Solution 0.5% ”Patron”,衛署藥製字第049284號,臺灣派頓化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TIMOLOL MALEATE,塑膠瓶裝,青光眼。,青光眼,青光眼用藥,Each ml contains： TIMOLOL MALEATE (eq to 5mg Timolol) 6.800000 MG,Timolol,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_103b31b3-6cdb-451c-9768-6daa5855a238?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/0aa760eb-9c21-454e-b48e-f3eb6db99121_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
〝麥迪森〞克壓眼藥水 0.5%,Timolol Eye Drops 0.5% 〝MEDICINE〞(Timolol),衛署藥製字第049908號,麥迪森醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TIMOLOL (MALEATE),塑膠瓶裝,青光眼。,青光眼,青光眼用藥,Each ml contains： TIMOLOL (MALEATE) (6.8 mg) 5.000000 MG,Timolol,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第049908號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/12debe4a-1648-4924-9694-1c7fe8ccd071?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
全平坦點眼液0.004%,Traptan Ophthalmic Solution 0.004%,衛部藥製字第059689號,健亞生物科技股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TRAVOPROST,LDPE塑膠瓶裝,降低隅角開放性青光眼、慢性隅角閉鎖性青光眼且曾施行周邊虹膜切開術之病人或高眼壓患者之眼壓。,青光眼；降眼壓,青光眼用藥,Each ml contains: TRAVOPROST 0.040000 MG,Travoprost,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第059689號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/025621fd-1ff4-49f4-8d4d-5306c2d92e5c_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/025621fd-1ff4-49f4-8d4d-5306c2d92e5c_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
利明健眼藥水０．２５％（第莫洛）,HIMITAN OPHTHALMIC SOLUTION 0.25%(TIMOLOL),衛署藥製字第033075號,中美兄弟製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TIMOLOL (MALEATE),瓶裝,青光眼,青光眼,青光眼用藥,EACH M1 CONTAINS: TIMOLOL (MALEATE) 2.5 2.500000 MG,Timolol,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_0934bf76-fd33-4e5e-8395-d8e02963528a?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/3a44dd0f-36c8-4550-a2c6-21425e6fdebb_2?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
